name,platform,year_of_release,genre,publisher,developer,na_sales,eu_sales,jp_sales,critic_score,user_score
Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,Next Level Games,1.8,1.39,1.11,86.0,8.4
Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,Turn 10,2.08,1.97,0.06,91.0,8.2
Mario & Sonic at the Olympic Winter Games,Wii,2009.0,Sports,Sega,NaN,1.87,1.96,0.22,NaN,NaN
Madden NFL 2005,PS2,2004.0,Sports,Electronic Arts,EA Tiburon,4.18,0.26,0.01,91.0,7.9
Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,Neversoft Entertainment,3.19,0.91,0.01,85.0,7.9
Pitfall!,2600,1981.0,Platform,Activision,NaN,4.21,0.24,0,NaN,NaN
Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,EA Sports,3.63,0.24,0.01,84.0,8.2
Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,343 Industries,2.78,1.27,0.03,84.0,6.4
Spider-Man: The Movie,PS2,2002.0,Action,Activision,Treyarch,2.71,1.51,0.03,76.0,7.9
Dragon Quest VII: Warriors of Eden,PS,2000.0,Role-Playing,Enix Corporation,NaN,0.2,0.14,4.1,NaN,NaN
Call of Duty: Infinite Warfare,PS4,2016.0,Shooter,Activision,Infinity Ward,1.61,2,0.15,77.0,3.4
God of War,PS2,2005.0,Action,Sony Computer Entertainment,SCE Santa Monica,2.71,1.29,0.02,94.0,8.9
Splatoon,WiiU,2015.0,Shooter,Nintendo,Nintendo,1.54,1.18,1.46,81.0,8.5
Nintendo Land,WiiU,2012.0,Misc,Nintendo,Nintendo,2.52,1.11,0.46,77.0,7.9
Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,Neversoft Entertainment,2.66,1.29,0.01,97.0,7.5
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital Entertainment,Konami,0.1,2.39,1.05,86.0,8.9
The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,Bethesda Softworks,2.82,1.03,0.13,94.0,8.7
Zelda II: The Adventure of Link,NES,1987.0,Adventure,Nintendo,NaN,2.19,0.5,1.61,NaN,NaN
Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,EA Canada,2.03,1.79,0.08,82.0,9.1
Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,"Ubisoft Paris, Ubisoft Montpellier",2.64,1.33,0.01,56.0,8.3
Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Activision,High Moon Studios,1.56,1.93,0.19,NaN,4.8
Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,Insomniac Games,1.74,1.72,0.14,86.0,8.1
Sonic the Hedgehog,GEN,1991.0,Platform,Sega,NaN,3.03,0.91,0.26,NaN,NaN
Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,Square Enix,2.2,0.58,1.38,87.0,9
The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Nintendo,NaN,2.09,1.31,0.62,NaN,NaN
Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,Nintendo,2.11,1.16,0.73,93.0,9
Minecraft,PS4,2014.0,Misc,Sony Computer Entertainment Europe,NaN,1.48,2.02,0.14,NaN,NaN
Asteroids,2600,1980.0,Shooter,Atari,NaN,4,0.26,0,NaN,NaN
Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision,High Moon Studios,2.77,1.11,0,NaN,4.9
FIFA 15,PS3,2014.0,Sports,Electronic Arts,EA Sports,0.58,3.02,0.04,NaN,4.5
Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,Lionhead Studios,2.51,1.24,0.11,89.0,6.5
Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,Mass Media,3,1.11,0.05,79.0,7.3
Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,Rocksteady Studios,2.24,1.31,0.07,91.0,8.9
Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,KCEJ,1.46,0,0.83,91.0,9.3
Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,Ubisoft Montreal,1.41,2.01,0.1,80.0,7.5
Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,Bethesda Game Studios,2.51,1.32,0.01,88.0,6.2
FIFA 14,X360,2013.0,Sports,Electronic Arts,EA Canada,0.92,2.89,0.01,84.0,4.2
Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,Ready at Dawn,2.45,1.01,0,85.0,8.7
Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,NaN,1.7,2.27,0,NaN,NaN
FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,EA Canada,0.78,2.55,0.04,80.0,7.8
EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,"SCEE, Zoe Mode",0.88,2.3,0.2,80.0,7.5
Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,Polyphony Digital,1.28,1.82,0.57,80.0,7.1
Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,Ubisoft Montreal,2.25,1.47,0.04,80.0,7.2
FIFA 12,X360,2011.0,Sports,Electronic Arts,NaN,0.84,2.78,0.02,NaN,NaN
Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,NaN,3.38,0.44,0.31,NaN,NaN
Street Fighter IV,PS3,2009.0,Fighting,Capcom,Capcom,2.03,1.04,0.58,94.0,7.3
Excitebike,NES,1984.0,Racing,Nintendo,NaN,2.04,0.48,1.57,NaN,NaN
Frogger,PS,1997.0,Action,Hasbro Interactive,NaN,3.79,0.27,0,NaN,NaN
Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,EA Sports,3.36,0.21,0.01,95.0,7.7
Half-Life,PC,1997.0,Shooter,Vivendi Games,Valve Software,4.03,0,0.09,96.0,9.1
Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,Nintendo,NaN,1.65,0.61,1.76,NaN,NaN
FIFA Soccer 07,PS2,2006.0,Sports,Electronic Arts,NaN,0.71,2.48,0.03,NaN,NaN
Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,NaN,1.42,0.51,2.1,NaN,NaN
World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,Blizzard Entertainment,2.57,1.52,0,91.0,7.9
Battlefield 1,PS4,2016.0,Shooter,Electronic Arts,EA DICE,1.1,2.15,0.21,88.0,8.4
God of War II,PS2,2007.0,Action,Sony Computer Entertainment,SCE Santa Monica,2.32,0.04,0.04,93.0,8.9
World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,Konami,0.12,2.26,0.9,NaN,8.2
Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,Obsidian Entertainment,2.66,1.03,0.04,84.0,8.1
Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,Turn 10,2.35,1.27,0.03,90.0,8.3
Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,Cat Daddy Games,2.12,1.47,0.05,56.0,6
Watch Dogs,PS4,2014.0,Action,Ubisoft,Ubisoft Montreal,1.4,1.9,0.11,80.0,6.3
Namco Museum Vol.3,PS,1996.0,Misc,Sony Computer Entertainment,NaN,2.28,1.55,0.16,NaN,NaN
Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,Namco,1.68,1.51,0.51,85.0,8.5
Far Cry 4,PS4,2014.0,Shooter,Ubisoft,Ubisoft Montreal,1.13,2.18,0.1,85.0,7.7
Star Fox 64,N64,1997.0,Shooter,Nintendo,NaN,2.78,0.58,0.64,NaN,NaN
Golf,NES,1984.0,Sports,Nintendo,NaN,1.22,0.28,2.46,NaN,NaN
Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco Bandai Games,Digital Eclipse,2.08,1.35,0,61.0,#VALUE!
Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,Valve Software,2.67,0.87,0.05,89.0,8.6
The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,CD Projekt Red Studio,1.02,2.13,0.23,92.0,9.2
Assassin's Creed: Unity,PS4,2014.0,Action,Ubisoft,"Ubisoft, Ubisoft Montreal",1.19,2.07,0.08,70.0,4.9
Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,1.53,1.69,0.1,87.0,7.6
The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,Nintendo,2.03,1.16,0.37,93.0,8
Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks,Bethesda Game Studios,2.15,1.13,0.07,90.0,8
Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,Nintendo,Level 5,0.9,1.76,0.92,84.0,8.8
Donkey Kong Land,GB,1994.0,Platform,Nintendo,NaN,1.97,0.76,1.07,NaN,NaN
EA Sports Active,Wii,2009.0,Sports,Electronic Arts,EA Canada,2.09,1.35,0.06,81.0,8.7
Tony Hawk's Underground,PS2,2003.0,Sports,Activision,Neversoft Entertainment,2.29,1.17,0.01,90.0,8.7
Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,Capcom,0.68,0.48,2.62,86.0,8.7
The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,Bethesda Game Studios,1.16,2.12,0,94.0,8.1
NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,Visual Concepts,2.49,0.66,0.03,87.0,6.7
Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,Namco,0.93,1.94,0.31,88.0,8.6
Dragon Warrior III,NES,1988.0,Role-Playing,Enix Corporation,NaN,0.1,0,3.77,NaN,NaN
MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,Evolution Studios,1.53,1.6,0.06,84.0,7.4
Nintendogs + cats,3DS,2011.0,Simulation,Nintendo,NaN,1.44,1.41,0.73,NaN,NaN
World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,KCET,0.16,1.89,1.12,91.0,9.1
Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,"SCEA, Zindagi Games",2.13,1.12,0.1,76.0,7.9
Namco Museum Vol.1,PS,1995.0,Misc,Sony Computer Entertainment,NaN,2.12,1.44,0.22,NaN,NaN
The Legend of Zelda: Link's Awakening,GB,1992.0,Action,Nintendo,NaN,2.21,0.96,0.54,NaN,NaN
Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,Infinity Ward,1.78,1.43,0.05,78.0,3.7
Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,"Nintendo, Namco Bandai Games",0.86,1.56,1.05,59.0,4
Tom Clancy's The Division,PS4,2016.0,Shooter,Ubisoft,Massive Entertainment,1.35,1.7,0.15,80.0,7
Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,Nintendo,1.05,1.91,0.41,68.0,6.9
Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,NaN,1.82,1.24,0.47,NaN,NaN
Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,Nintendo,NaN,2.23,0.47,0.81,NaN,NaN
LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,Traveller's Tales,2.4,1.01,0,77.0,7.5
The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,Maxis,2.03,1.56,0,79.0,8
Ratchet & Clank: Size Matters,PSP,2007.0,Platform,Sony Computer Entertainment,NaN,1.4,1.39,0.1,NaN,NaN
Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,Electronic Arts,Argonaut Games,1.37,2,0.14,64.0,7.5
Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,Sega,NaN,1.12,1.87,0.27,NaN,NaN
Resident Evil 3: Nemesis,PS,1999.0,Action,Eidos Interactive,NaN,1.3,0.77,1.54,NaN,NaN
Super Paper Mario,Wii,2007.0,Platform,Nintendo,Intelligent Systems,1.95,0.86,0.59,85.0,7.9
Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,Insomniac Games,1.93,1.58,0,91.0,8.8
Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,Ubisoft,1.33,1.68,0.13,88.0,8.1
FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,EA Canada,0.58,2.48,0.04,81.0,7.6
Pokémon Trading Card Game,GB,1998.0,Strategy,Nintendo,NaN,1.49,0.73,1.38,NaN,NaN
Friend Collection,DS,2009.0,Misc,Nintendo,NaN,0,0,3.67,NaN,NaN
Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,Neversoft Entertainment,2.13,1.18,0.01,94.0,8.5
Star Wars Battlefront (2015),XOne,2015.0,Shooter,Electronic Arts,NaN,2.04,1.28,0.02,NaN,NaN
MySims,DS,2007.0,Simulation,Electronic Arts,TOSE,1.58,1.59,0.08,67.0,7.3
Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,Rockstar Leeds,1.65,1.21,0,74.0,8.4
Banjo-Kazooie,N64,1998.0,Platform,Nintendo,NaN,1.87,1.13,0.55,NaN,NaN
SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,Zipper Interactive,2.53,0.81,0.06,82.0,7.9
Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,Naughty Dog,2.08,1.09,0.15,90.0,8.7
Pokemon Snap,N64,1999.0,Simulation,Nintendo,NaN,2.23,0.68,0.66,NaN,NaN
Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,Konami,0.05,0,0.64,82.0,7.9
Resident Evil 4,PS2,2005.0,Action,Capcom,Capcom,2.08,0.83,0.46,96.0,8.9
Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,Vicarious Visions,2.32,0.96,0,86.0,7.6
FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,EA Sports,0.6,2.45,0.05,91.0,7.6
Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,Pandemic Studios,1.93,1.22,0.03,82.0,8.7
Doom II: Hell on Earth,PC,1994.0,Shooter,Virgin Interactive,NaN,2.05,1.4,0,NaN,NaN
The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,Fox Interactive,2.02,1.17,0,64.0,7.7
Luigi's Mansion,GC,2001.0,Action,Nintendo,Nintendo,2.38,0.67,0.46,78.0,8.5
Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,EA DICE,1.35,1.55,0.17,85.0,6.9
Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,Pandemic Studios,2.18,1.02,0.03,84.0,9
Just Dance 2014,Wii,2013.0,Misc,Ubisoft,Ubisoft,1.88,1.39,0,NaN,6.2
Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,Office Create,1.6,1.49,0.1,70.0,8
WWF SmackDown!,PS,2000.0,Fighting,THQ,NaN,2.01,1.35,0.06,NaN,NaN
Croc: Legend of the Gobbos,PS,1997.0,Platform,Fox Interactive,NaN,1.57,1.79,0,NaN,NaN
Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,Rockstar Leeds,1.56,1.4,0.07,78.0,7.8
The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,Team Soho,1.23,1.77,0.05,72.0,6.8
Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,Eidos Interactive,NaN,1.66,1.58,0.12,NaN,NaN
James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,EA Redwood Shores,1.9,1.13,0.1,72.0,7.9
LEGO Star Wars: The Video Game,PS2,2005.0,Action,Eidos Interactive,NaN,1.98,1.14,0.01,NaN,NaN
Rugrats in Paris: The Movie,PS,2000.0,Action,THQ,NaN,1.96,1.33,0,NaN,NaN
FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,EA Sports,0.71,2.39,0.02,88.0,7.5
Spyro 2: Ripto's Rage!,PS,1999.0,Platform,Sony Computer Entertainment,NaN,2.14,1.21,0.01,NaN,NaN
Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,Certain Affinity,2.66,0.49,0.05,89.0,7.9
Donkey Kong Country 3: Dixie Kong's Double Tro...,SNES,1996.0,Platform,Nintendo,NaN,1.17,0.5,1.75,NaN,NaN
Assassin's Creed: Unity,XOne,2014.0,Action,Ubisoft,"Ubisoft, Ubisoft Montreal",2.27,0.9,0,72.0,4.1
Kung Fu,NES,1985.0,Action,Nintendo,NaN,1.64,0.38,1.42,NaN,NaN
Resident Evil 5,X360,2009.0,Action,Capcom,Capcom,2.11,0.93,0.12,83.0,7.5
Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,Ubisoft Montreal,2.85,0.38,0.03,89.0,8.3
FIFA Soccer 2004,PS2,NaN,Sports,Electronic Arts,EA Canada,0.59,2.36,0.04,84.0,6.4
Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,EA DICE,1.3,1.42,0.27,80.0,5.8
Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,Rocksteady Studios,2.2,0.95,0.02,92.0,8.7
Battlefield 4,X360,2013.0,Shooter,Electronic Arts,EA DICE,2.15,1.01,0.02,79.0,5.6
Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,EA DICE,2.1,1.01,0.04,88.0,8.6
Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,Sega,NaN,1.21,1.62,0.27,NaN,NaN
Guitar Hero: On Tour,DS,2008.0,Misc,Activision,Vicarious Visions,2.1,1.01,0.01,71.0,8.8
Clubhouse Games,DS,2006.0,Misc,Nintendo,Agenda,0.59,1.79,0.73,83.0,8.4
Monster Hunter 4,3DS,2013.0,Role-Playing,Capcom,NaN,0,0,3.44,NaN,NaN
Borderlands,X360,2009.0,Shooter,Take-Two Interactive,Gearbox Software,2.4,0.71,0.03,84.0,8.2
Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,Namco,1.55,1.27,0.33,79.0,8.3
Final Fantasy III,SNES,1994.0,Role-Playing,SquareSoft,NaN,0.86,0,2.55,NaN,NaN
Grand Theft Auto 2,PS,1998.0,Action,Take-Two Interactive,DMA Design,1.13,2.07,0,70.0,8
Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,Konami Digital Entertainment,"Kojima Productions, Moby Dick Studio",1.09,1.36,0.49,93.0,8.2
Spider-Man 2,PS2,2004.0,Action,Activision,Treyarch,1.75,1.2,0.02,80.0,8.9
F-1 Race,GB,1990.0,Racing,Nintendo,NaN,1.73,0.69,0.59,NaN,NaN
FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,EA Canada,0.46,2.28,0.05,88.0,6.7
LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,Media Molecule,1.83,1.05,0.06,91.0,8.4
Crash Bash,PS,2000.0,Misc,Sony Computer Entertainment,Eurocom Entertainment Software,1.56,1.47,0.19,68.0,8.2
Assassin's Creed Syndicate,PS4,2015.0,Action,Ubisoft,Ubisoft Quebec,0.81,1.99,0.07,76.0,6.8
LEGO Batman: The Videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,2.04,1.02,0,76.0,7.9
Destiny,XOne,2014.0,Shooter,Activision,"Bungie Software, Bungie",2.14,0.92,0,75.0,5.5
WWF War Zone,PS,1998.0,Fighting,Acclaim Entertainment,NaN,2.47,0.76,0,NaN,NaN
The Legend of Zelda: Majora's Mask,N64,2000.0,Action,Nintendo,NaN,1.9,0.67,0.73,NaN,NaN
Far Cry 3,PS3,2012.0,Shooter,Ubisoft,Ubisoft Montreal,0.88,1.7,0.1,90.0,8.5
Rugrats: Search For Reptar,PS,1998.0,Adventure,THQ,NaN,1.63,1.53,0,NaN,NaN
English Training: Have Fun Improving Your Skills!,DS,2006.0,Misc,Nintendo,NaN,0,0.99,2.32,NaN,NaN
James Bond 007: Nightfire,PS2,2002.0,Shooter,Electronic Arts,Eurocom Entertainment Software,1.45,1.29,0.12,77.0,8.5
Ratchet & Clank,PS2,2002.0,Platform,Sony Computer Entertainment,NaN,1.44,1.01,0.57,NaN,NaN
Monster Hunter X,3DS,2015.0,Action,Capcom,NaN,0.27,0.21,2.79,NaN,NaN
Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,LucasArts,Double Helix Games,1.47,1.39,0.03,60.0,7.2
The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,Nintendo,Nintendo,1.4,0.91,0.74,87.0,7.8
Max Payne,PS2,2001.0,Shooter,Take-Two Interactive,Rockstar Toronto,1.99,1.05,0.05,80.0,8.5
Assassin's Creed IV: Black Flag,X360,2013.0,Action,Ubisoft,Ubisoft,1.9,1.11,0.01,86.0,7.9
The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,EA Games,1.5,1.28,0.05,85.0,8.7
Yokai Watch 2 Ganso/Honke,3DS,2014.0,Role-Playing,Nintendo,NaN,0.09,0,3.18,NaN,NaN
Gears of War: Ultimate Edition,XOne,2015.0,Shooter,Microsoft Game Studios,"Splash Damage, The Coalition",2.61,0.33,0,82.0,7.5
True Crime: Streets of LA,PS2,2003.0,Action,Activision,"Luxoflux, Inc.",1.89,1.05,0.02,77.0,8
Professor Layton and the Unwound Future,DS,2008.0,Puzzle,Nintendo,Level 5,0.6,1.57,0.82,86.0,9.2
Gran Turismo (PSP),PSP,2009.0,Racing,Sony Computer Entertainment,NaN,0.5,1.58,0.31,NaN,NaN
FIFA 16,XOne,2015.0,Sports,Electronic Arts,EA Sports,0.89,2.12,0,84.0,4.4
Wii Music,Wii,2008.0,Misc,Nintendo,Nintendo,1.35,1.11,0.46,63.0,4.6
Tekken,PS,1995.0,Fighting,Sony Computer Entertainment,NaN,0.95,1.3,0.77,NaN,NaN
Madden NFL 16,PS4,2015.0,Sports,Electronic Arts,EA Sports,2.34,0.3,0,83.0,5.9
Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,Polyphony Digital,0.72,1.67,0.4,81.0,7.7
Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Game Studios,343 Industries,1.91,1,0.03,85.0,7.2
007: Tomorrow Never Dies,PS,1999.0,Shooter,Electronic Arts,NaN,1.72,1.33,0,NaN,NaN
Super Mario Maker,WiiU,2015.0,Platform,Nintendo,Nintendo,1.18,0.89,0.94,88.0,8.7
WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,THQ,NaN,1.76,1.21,0.07,NaN,NaN
Baseball,NES,1983.0,Sports,Nintendo,NaN,0.73,0.1,2.35,NaN,NaN
Killer Instinct,SNES,1995.0,Fighting,Nintendo,NaN,2.26,0.72,0.12,NaN,NaN
Dragon Quest VI: Maboroshi no Daichi,SNES,1995.0,Role-Playing,Enix Corporation,NaN,0,0,3.19,NaN,NaN
God of War: Chains of Olympus,PSP,2008.0,Action,Sony Computer Entertainment,Ready at Dawn,1.48,1,0.04,91.0,8.6
Enter the Matrix,PS2,2003.0,Action,Atari,Shiny Entertainment,1.78,1.12,0.09,62.0,8.1
Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,Square Enix,Square Enix,1.35,0.59,0.8,83.0,8
Dance Central,X360,2010.0,Misc,MTV Games,Harmonix Music Systems,2.15,0.76,0.01,82.0,7.6
L.A. Noire,PS3,2011.0,Adventure,Take-Two Interactive,Team Bondi,1.27,1.29,0.12,89.0,7.7
Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,Namco,2.06,0.56,0.38,89.0,9.1
Animal Crossing,GC,2001.0,Simulation,Nintendo,Nintendo,1.92,0.16,0.99,87.0,8.9
FIFA Soccer 08,PS2,2007.0,Sports,Electronic Arts,EA Canada,0.68,0,0,83.0,6.5
Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,Disney Interactive Studios,1st Playable Productions,1.87,0.97,0,NaN,8
Spider-Man,PS,2000.0,Action,Activision,Neversoft Entertainment,1.7,1.25,0.02,87.0,9
Mario Party 9,Wii,2012.0,Misc,Nintendo,Nd Cube,1.06,1.09,0.76,73.0,6.8
Need for Speed III: Hot Pursuit,PS,1998.0,Racing,Electronic Arts,EA Canada,2.14,0.86,0,88.0,NaN
Star Wars Episode I Racer,N64,1999.0,Racing,Nintendo,NaN,2.31,0.62,0.14,NaN,NaN
Sonic Rush,DS,2005.0,Platform,Sega,"Dimps Corporation, Sonic Team",1.21,1.56,0.06,82.0,8.5
Dragon Warrior IV,NES,1990.0,Role-Playing,Enix Corporation,NaN,0.08,0,3.03,NaN,NaN
Rhythm Heaven,DS,2008.0,Misc,Nintendo,Nintendo,0.55,0.5,1.93,83.0,9
Fallout: New Vegas,PS3,2010.0,Role-Playing,Bethesda Softworks,Obsidian Entertainment,1.52,1.03,0.1,82.0,7.8
Personal Trainer: Cooking,DS,2006.0,Misc,Nintendo,Indies Zero,0.9,1,1.03,81.0,7.8
The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,Ubisoft,4J Studios,1.69,0.85,0.14,93.0,8
The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,Nintendo,1.4,1.01,0.46,91.0,8.9
Resident Evil 6,PS3,2012.0,Shooter,Capcom,Capcom,0.88,0.94,0.88,74.0,5.4
Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,BioWare,1.99,0.81,0.03,96.0,8.9
Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,Dimps Corporation,2.17,0.28,0.55,67.0,7.9
Madden NFL 2002,PS2,2001.0,Sports,Electronic Arts,EA Sports,2.5,0.16,0.01,94.0,7.9
World Class Track Meet,NES,1986.0,Sports,Namco Bandai Games,NaN,1.92,0.45,0.64,NaN,NaN
Donkey Kong,GB,1994.0,Platform,Nintendo,NaN,1.57,0.62,0.55,NaN,NaN
The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,Maxis,1.72,1.21,0,75.0,7.8
LEGO Batman: The Videogame,Wii,NaN,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,1.8,0.97,0,74.0,7.9
Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,Nintendo,0.51,1.02,1.4,66.0,6.9
The Sims 4,PC,2014.0,Simulation,Electronic Arts,Maxis,1,1.82,0,70.0,3.9
Borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,Gearbox Software,1.89,0.88,0.04,89.0,8.2
LEGO Batman: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,TT Fusion,1.75,1.01,0,72.0,8
Kung Fu Panda,X360,2008.0,Action,Activision,"Luxoflux, Inc.",1.91,0.84,0,75.0,7.4
Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,BioWare,1.94,0.84,0.03,93.0,5.8
Heavy Rain,PS3,2010.0,Adventure,Sony Computer Entertainment,Quantic Dream,1.29,1.21,0.06,87.0,7.7
Rayman,PS,1995.0,Platform,Ubisoft,NaN,1.54,1.33,0,NaN,NaN
Saints Row 2,X360,2008.0,Action,THQ,Volition Inc.,1.94,0.79,0.02,81.0,8.1
Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,Ubisoft Montreal,1.85,1.04,0,93.0,8.5
Mike Tyson's Punch-Out!!,NES,1987.0,Fighting,Nintendo,NaN,2.03,0.47,0.45,NaN,NaN
WWE SmackDown! Shut Your Mouth,PS2,2002.0,Sports,THQ,NaN,1.45,1.13,0.07,NaN,NaN
FIFA 14,PS4,2013.0,Sports,Electronic Arts,EA Canada,0.61,1.85,0.11,87.0,6.3
